Channel,p_spike_1.0_count,p_spike_1.0_times,p_poly_1.0_count,p_poly_1.0_times,p_sw_1.0_count,p_sw_1.0_times
RA1-RA2,209,"[47.045, 63.15, 122.025, 136.8, 151.63, 191.97, 200.26, 226.03, 260.075, 278.435, 290.92, 296.825, 354.56, 363.255, 369.425, 375.38, 394.99, 439.325, 461.18, 507.485, 517.81, 527.505, 537.5550000000001, 564.11, 580.375, 582.415, 590.395, 599.115, 627.79, 630.1800000000001, 636.185, 657.2, 706.94, 722.455, 724.74, 743.38, 748.9449999999999, 769.375, 794.565, 807.035, 821.81, 833.675, 841.485, 843.58, 847.28, 849.76, 877.225, 907.99, 917.83, 958.27, 964.455, 970.82, 972.785, 974.24, 1005.32334375, 1019.545, 1049.74, 1053.93, 1064.03, 1067.18, 1084.695, 1108.68, 1111.455, 1119.075, 1163.47, 1166.71, 1171.305, 1175.02, 1186.56, 1193.875, 1222.42, 1279.0, 1283.29, 1286.345, 1293.075, 1310.035, 1343.47, 1354.215, 1379.885, 1398.22, 1401.665, 1425.485, 1442.62, 1444.32, 1451.555, 1454.645, 1457.225, 1495.14, 1499.4, 1542.71, 1554.48, 1636.3, 1637.305, 1708.025, 1711.2881875, 1737.93, 1778.25, 1790.635, 1829.77, 1856.435, 1859.1788125, 1948.88, 1984.77, 2012.815, 2079.085, 2129.615, 2139.295, 2159.715, 2184.415, 2185.44, 2195.73, 2230.495, 2256.245, 2277.3, 2347.56, 2350.97178125, 2369.385, 2373.505, 2390.08, 2392.335, 2417.2, 2422.56, 2427.2, 2453.76865625, 2458.34, 2469.535, 2504.045, 2530.915, 2569.98, 2587.02, 2596.96, 2608.235, 2612.7, 2624.54, 2645.57, 2657.295, 2673.41, 2724.895, 2731.755, 2746.465, 2756.8, 2760.32, 2773.675, 2783.06, 2785.6, 2788.545, 2817.45, 2835.82, 2843.325, 2866.295, 2870.37, 2907.345, 2917.04, 2935.89, 2955.685, 2976.845, 2988.255, 3017.29, 3032.205, 3035.74, 3042.745, 3044.785, 3055.735, 3108.67, 3134.735, 3151.125, 3155.24, 3198.92, 3200.915, 3203.885, 3211.975, 3216.1, 3217.65, 3224.195, 3250.45, 3254.975, 3260.295, 3267.83, 3269.835, 3281.655, 3309.715, 3316.66, 3329.045, 3388.78, 3411.41, 3478.205, 3513.1, 3542.02, 3582.375, 3583.47, 3597.86, 3605.49, 3629.36, 3633.14, 3816.575, 3820.805, 3844.285, 3918.47, 3934.865, 4045.83, 4075.705, 4108.795, 4146.03, 4232.335, 4314.945, 4321.62, 4411.95, 4417.215, 4465.08]",71,"[42.98, 155.5, 534.92, 595.985, 633.69, 765.825, 853.69, 880.6800000000001, 951.05, 961.045, 1042.64, 1047.1475625, 1104.23, 1217.07, 1226.63, 1304.04990625, 1377.435, 1388.185, 1500.905375, 1623.865, 1705.95, 1728.535, 1782.125, 1851.36, 1862.765, 1889.42, 1896.94, 1912.835, 1944.195, 2217.44, 2222.52, 2242.17, 2297.495, 2377.09, 2431.535, 2502.12021875, 2529.725, 2558.465, 2577.775, 2634.715, 2692.255, 2698.99, 2707.17, 2728.31, 2863.0, 2864.175, 2882.7, 2981.845, 3022.625, 3106.42, 3131.06, 3196.37, 3297.36, 3301.735, 3374.15, 3451.01865625, 3463.04, 3768.54, 3780.15, 3795.11, 3797.0, 3818.09, 3851.535, 3910.635, 4121.08, 4180.995, 4190.135, 4274.195, 4376.94, 4379.08, 4392.34]",698,"[2.035, 3.77, 7.015, 22.11, 27.435, 32.17, 84.735, 98.1006875, 112.96, 117.275, 125.575, 133.39, 143.265, 145.530375, 150.1006875, 161.665, 171.82, 175.79, 178.675, 186.08, 196.97, 204.785, 218.41, 223.98, 229.22, 234.07, 235.5069375, 242.615, 244.9444375, 257.975, 265.8585, 269.5, 271.55, 274.54209375, 276.725, 281.885, 283.79990625, 287.84, 301.195, 305.545, 310.57, 313.53, 316.635, 323.955, 331.875, 335.045, 340.31, 348.47178125, 351.42, 365.135, 371.3194375, 381.45, 383.02, 384.77, 392.875, 398.565, 401.10459375, 404.705, 415.29, 417.9756875, 434.14, 436.845, 446.025, 447.045, 452.515, 454.95, 457.275, 464.665, 467.04, 468.17, 475.17, 483.165, 487.175, 490.31, 495.75, 497.47, 499.5, 501.53, 509.255, 513.135, 526.02, 532.125, 539.915, 541.24, 543.4131875, 547.1, 552.52, 554.405, 569.755, 572.45, 585.4100000000001, 587.12021875, 593.675, 601.0850625, 603.72, 607.435, 613.0550000000001, 622.9300000000001, 638.4200000000001, 640.45225, 654.735, 659.24, 661.65, 669.51, 673.745, 678.855, 681.59, 683.89, 688.035, 692.61, 695.655, 697.675, 709.71, 715.86, 720.53, 725.905, 728.645, 745.165, 756.605, 759.44, 761.25, 764.48, 768.19053125, 771.25, 774.82334375, 777.285, 780.7, 786.54, 791.97, 797.245, 803.785, 818.645, 822.855, 825.625, 835.265, 837.89, 844.995, 852.23, 859.97, 861.8199999999999, 867.49, 874.935, 889.796, 894.01, 896.9649999999999, 899.5799999999999, 901.565, 904.855, 919.6006875, 920.67, 921.885, 922.89, 924.545, 932.76084375, 935.645, 938.08, 944.17, 955.02646875, 962.565, 968.845, 978.13, 983.22, 986.485, 991.65, 995.7413125, 1001.02646875, 1010.69, 1012.995, 1014.025, 1016.045, 1022.18, 1023.45615625, 1025.1, 1026.905, 1030.06553125, 1032.0, 1034.63, 1044.54, 1062.775, 1069.525, 1070.58, 1080.915, 1082.915, 1088.9756875, 1092.61, 1094.095, 1096.935, 1098.455, 1100.175, 1115.575, 1120.235, 1123.18, 1125.26, 1128.935, 1130.81, 1132.1, 1138.945, 1141.04, 1142.36, 1148.68, 1151.195, 1152.775, 1155.7, 1158.3194375, 1159.545, 1161.96, 1168.74, 1173.735, 1176.97, 1179.01, 1187.995, 1190.475, 1195.24, 1198.215, 1205.055, 1207.72, 1220.42, 1225.0538125, 1229.51, 1231.505, 1235.42, 1246.775, 1248.69, 1251.41, 1254.955, 1274.325, 1276.53, 1280.67, 1296.11240625, 1299.85, 1301.665, 1306.61, 1320.945, 1324.225, 1328.34, 1345.28, 1349.13, 1351.95, 1362.685, 1365.815, 1368.88, 1371.58, 1374.54, 1382.065, 1385.315, 1407.64, 1411.595, 1414.43, 1447.29, 1459.93, 1468.985, 1480.67, 1482.66, 1485.815, 1487.11, 1488.85, 1491.6, 1497.87021875, 1515.875, 1520.4756875, 1522.495, 1535.38975, 1540.76, 1545.29990625, 1548.52, 1558.83115625, 1560.805, 1562.36240625, 1563.54, 1565.845, 1571.98, 1578.225, 1581.48, 1585.535, 1588.205, 1590.25, 1592.21, 1594.225, 1604.455, 1606.175, 1608.515, 1618.27, 1626.19, 1628.39, 1630.36, 1631.525, 1633.58, 1654.63, 1656.035, 1659.035, 1669.365, 1675.046, 1677.45, 1684.27, 1686.08, 1692.34, 1693.63584375, 1699.665, 1703.38, 1720.249125, 1722.41, 1736.37, 1740.49521875, 1742.065, 1743.745, 1746.14365625, 1749.57334375, 1754.01, 1755.54, 1760.115, 1764.3585, 1765.95225, 1773.780375, 1783.85459375, 1807.9835, 1814.2256875, 1819.765, 1822.77, 1824.455, 1826.52, 1827.905, 1833.71, 1845.915, 1853.385, 1864.395, 1867.105, 1872.61, 1891.165, 1905.67, 1908.155375, 1921.155, 1922.19, 1925.26475, 1930.905, 1936.9835, 1946.26, 1950.72, 1952.39, 1953.41, 1956.04, 1962.92, 1967.71, 1976.40928125, 1981.745, 1997.55, 1999.85, 2001.79, 2003.885, 2006.14, 2007.624125, 2015.31, 2018.54, 2020.17, 2023.865, 2047.811625, 2062.6319375, 2065.5, 2066.9444375, 2069.485, 2093.76475, 2110.43, 2114.28, 2117.655, 2120.53, 2123.315, 2126.71, 2131.51475, 2144.065, 2145.505, 2147.2100625, 2150.875, 2153.82, 2165.07, 2167.86, 2169.975, 2172.645, 2174.885, 2179.57, 2181.75, 2197.555, 2198.83, 2201.76, 2204.82, 2209.515, 2213.99521875, 2220.56, 2224.86, 2227.205, 2233.795, 2239.465, 2244.44, 2248.0069375, 2252.165, 2257.99, 2260.245, 2272.935, 2282.23, 2286.11, 2291.40928125, 2298.64365625, 2300.1006875, 2303.75, 2306.82334375, 2324.255, 2325.655375, 2335.525, 2340.48, 2343.495, 2346.34, 2354.975, 2357.249125, 2371.105, 2380.075, 2382.78, 2384.695, 2387.25, 2400.23740625, 2411.36, 2421.075, 2425.15, 2429.645, 2434.5538125, 2436.47, 2438.99, 2441.11240625, 2442.2, 2444.835, 2451.061625, 2456.225, 2463.311625, 2477.695, 2480.425, 2490.005, 2492.365, 2505.9, 2507.46, 2510.62, 2517.745, 2525.89, 2533.205, 2535.88, 2539.165, 2541.495, 2561.40146875, 2572.04990625, 2574.545, 2582.685, 2590.3, 2594.18, 2602.535, 2609.44, 2622.985, 2626.495, 2629.965, 2639.74, 2642.51, 2647.395, 2653.32, 2654.67, 2658.675, 2660.495, 2663.155, 2666.745, 2670.58, 2672.145, 2675.915, 2678.48, 2684.595, 2685.875, 2688.465, 2693.84, 2695.485, 2697.52, 2709.755, 2711.985, 2735.12, 2736.94, 2738.985, 2743.52, 2748.11, 2749.915, 2751.505, 2754.385, 2758.795, 2763.26, 2765.15, 2766.33, 2770.01, 2774.935, 2777.51, 2781.375, 2799.58896875, 2804.99, 2815.62, 2821.56, 2823.445, 2825.6006875, 2826.61, 2828.62, 2833.635, 2838.24, 2841.215, 2846.175, 2848.72, 2852.665, 2855.71, 2857.435, 2869.315, 2873.19, 2876.02, 2884.765, 2887.23, 2890.85, 2892.61, 2894.915, 2896.315, 2899.13, 2900.615, 2902.065, 2904.395, 2910.925, 2920.45, 2922.6, 2924.935, 2932.055, 2939.805, 2942.13, 2944.075, 2950.485, 2952.48, 2961.43, 2963.895, 2967.87, 2970.895, 2973.31, 2978.035, 2979.07, 2985.085, 2990.425, 2994.79, 2996.0, 2998.43, 3002.635, 3006.905, 3008.69, 3012.98, 3015.245, 3019.48, 3025.805, 3030.31, 3052.565, 3054.605, 3060.61, 3062.29, 3064.61, 3066.63584375, 3069.29, 3070.95, 3074.68, 3081.265, 3084.955, 3092.3, 3096.79, 3101.15, 3103.405, 3116.235, 3120.405, 3124.155, 3126.69, 3129.03, 3139.335, 3140.93, 3144.885, 3148.415, 3160.28, 3170.975, 3176.8, 3182.26, 3184.13584375, 3186.0, 3189.845, 3202.81, 3209.735, 3213.65, 3220.355, 3230.645, 3233.605, 3236.1, 3238.82, 3243.31, 3249.445, 3258.705, 3261.635, 3263.345, 3264.77, 3272.29, 3274.845, 3277.125, 3279.595, 3284.561625, 3285.74, 3290.025, 3292.23, 3295.88, 3298.65, 3306.49, 3314.845, 3324.065, 3332.915, 3338.805, 3343.195, 3347.215, 3348.705, 3355.39, 3358.51, 3362.825, 3364.58, 3368.085, 3371.061625, 3372.3, 3381.735, 3383.065, 3419.1319375, 3428.0, 3430.235, 3432.0538125, 3455.885, 3457.66, 3459.6, 3466.11, 3470.175, 3481.65, 3484.355, 3486.86, 3495.47, 3502.065, 3538.505, 3570.72, 3576.695, 3590.225, 3593.125, 3615.265, 3624.08, 3631.425, 3641.23, 3651.515, 3701.41, 3705.06, 3708.665, 3719.36, 3722.475, 3727.125, 3729.06, 3738.23, 3755.04, 3762.01, 3766.895, 3776.04, 3778.46, 3785.395, 3800.69, 3842.8, 3856.25, 3859.785, 3861.63, 3876.835, 3900.885, 3907.285, 3922.235, 3925.175, 3931.865, 3933.53, 3938.605, 3939.71, 3944.04, 3955.545, 3965.17, 3970.07, 3975.43, 4025.1, 4083.48, 4089.77, 4106.37, 4160.66, 4175.735, 4178.635, 4196.29, 4202.86, 4206.825, 4211.49, 4340.21, 4362.865, 4385.845, 4387.38, 4414.99, 4441.47, 4443.795, 4472.89]"
RA10-RA11,29,"[65.565, 111.665, 199.73, 336.405, 428.58, 696.185, 768.99, 770.845, 841.9449999999999, 950.24, 1115.805, 1214.2, 1223.89, 1353.125, 1452.52, 1458.78, 1604.23, 1869.32, 1977.96, 2381.555, 2455.95, 2482.335, 2519.255, 2653.515, 2851.6, 3237.16, 3383.225, 3470.315, 4447.005]",39,"[2.63, 138.935, 186.1, 265.855, 486.35, 543.35, 623.995, 855.345, 998.285, 1124.275, 1160.65, 1363.335, 1497.16, 1502.535, 1503.645, 1822.255, 2305.06, 2330.705, 2952.485, 3029.475, 3436.06, 3574.05, 3599.795, 3714.31, 3790.575, 3858.655, 3867.91, 3912.995, 4021.95, 4044.3, 4064.4, 4109.35, 4113.535, 4232.075, 4326.33, 4389.07, 4415.16, 4467.6, 4471.14]",233,"[4.48, 41.62, 56.225, 96.825, 119.47, 149.54, 162.32, 218.765, 269.79, 294.765, 306.55, 375.25, 382.28, 384.23, 386.72, 390.305, 392.225, 402.055, 420.765, 447.165, 490.78, 530.63, 541.405, 593.8199999999999, 614.5550000000001, 620.3299999999999, 636.355, 668.905, 700.535, 749.1, 801.99, 817.06, 836.405, 838.96, 843.415, 847.72, 871.865, 884.3050000000001, 888.01, 891.23, 908.48, 986.415, 991.21, 996.37, 1040.56, 1075.95, 1087.845, 1090.74, 1097.545, 1099.875, 1103.345, 1151.155, 1163.20225, 1187.125, 1190.73, 1217.365, 1220.95, 1285.07, 1299.59, 1366.37, 1371.72, 1374.82, 1377.015, 1385.15146875, 1398.26, 1513.045, 1514.765, 1528.48, 1533.915, 1535.33, 1563.31, 1567.065, 1620.07, 1624.1, 1625.69, 1628.12021875, 1639.3, 1652.055, 1660.065, 1662.87, 1699.78, 1706.065, 1707.925, 1721.94, 1756.665, 1760.61, 1814.165, 1819.94, 1864.45, 1866.655, 1909.39, 1932.555, 1938.68, 2034.305, 2057.185, 2076.24, 2107.505, 2128.385, 2130.52, 2135.01, 2136.825, 2277.85, 2280.45, 2293.925, 2332.26, 2369.735, 2387.38, 2394.70615625, 2418.11, 2420.065, 2441.57, 2443.8, 2490.365, 2497.51, 2502.075, 2505.715, 2517.2, 2538.165, 2642.495, 2670.755, 2745.765, 2772.37, 2797.67, 2813.79, 2830.21, 2870.845, 2903.76, 2960.035, 2990.025, 2996.69, 3004.915, 3009.04, 3015.08, 3055.27646875, 3081.65, 3084.82, 3120.69, 3164.7, 3175.265, 3184.44, 3195.91, 3214.335, 3224.311625, 3252.12, 3255.55, 3313.935, 3316.625, 3351.13, 3426.485, 3438.58, 3513.095, 3521.675, 3523.76, 3526.3, 3535.035, 3551.43, 3554.49, 3565.265, 3567.92, 3576.58, 3579.345, 3583.99, 3590.035, 3606.04, 3614.73, 3621.985, 3627.77, 3632.14, 3651.655, 3654.255, 3674.79, 3706.245, 3711.47, 3743.635, 3748.685, 3751.185, 3771.945, 3817.83, 3823.33, 3831.74, 3833.145, 3836.215, 3842.335, 3859.735, 3862.37, 3866.215, 3900.4, 3908.395, 3929.015, 3935.555, 3939.855, 3961.03, 3964.22, 3973.39, 3977.99, 4008.7, 4024.62, 4032.14, 4038.68, 4047.4, 4061.455, 4082.78, 4132.605, 4134.9, 4146.03, 4164.25, 4166.875, 4169.355, 4172.115, 4174.445, 4184.97, 4188.535, 4193.18, 4247.515, 4251.64, 4252.875, 4257.625, 4303.05, 4307.585, 4317.6, 4320.715, 4324.24, 4339.31, 4357.675, 4362.81, 4393.635, 4420.34, 4423.175, 4430.805, 4439.74, 4441.36, 4449.725, 4461.975]"
RA11-RA12,49,"[6.275, 88.015, 185.695, 336.42, 360.755, 403.37, 558.885, 560.855, 581.615, 610.1700000000001, 634.585, 684.41, 742.77, 819.835, 1037.58, 1100.1, 1116.46, 1123.43, 1190.74, 1193.945, 1362.66, 1364.98, 1531.51, 1768.95, 1921.94, 1958.185, 2116.165, 2169.945, 2321.93, 2477.95, 2532.58, 2536.175, 2556.075, 2750.825, 2804.425, 2852.845, 2923.91, 3050.005, 3153.04, 3154.925, 3244.07, 3298.26, 3383.235, 3574.13, 3683.22, 3975.915, 4023.195, 4038.56, 4214.95]",47,"[27.735, 72.66, 78.645, 272.595, 889.36, 1053.935, 1107.635, 1283.665, 1708.315, 1883.545, 1897.18, 1915.84, 1977.21, 2049.74, 2136.84678125, 2178.51, 2432.865, 2490.865, 3407.4, 3485.195, 3506.935, 3523.85, 3595.245, 3602.75, 3625.535, 3657.95, 3687.915, 3695.955, 3812.605, 3842.8, 3976.975, 3979.41, 3980.765, 4034.335, 4044.375, 4055.005, 4125.46, 4136.905, 4148.785, 4199.6, 4287.015, 4289.675, 4342.01, 4392.365, 4434.165, 4446.915, 4464.335]",254,"[4.615, 8.825, 65.59, 67.965, 70.685, 74.93, 84.295, 123.075, 138.52, 141.065, 173.195, 204.35, 265.66, 281.665, 358.585, 387.95, 400.57, 423.7, 435.75, 583.145, 596.315, 612.775, 646.935, 704.48, 705.97, 728.965, 749.1, 758.525, 833.005, 843.53, 865.31, 868.66, 888.02, 898.76, 908.16, 925.38, 927.5, 951.72, 961.7, 991.22, 1027.775, 1040.57, 1098.77, 1104.3, 1106.22, 1118.65, 1126.165, 1135.725, 1146.08, 1159.44, 1160.625, 1163.485, 1169.11, 1173.545, 1211.39, 1214.075, 1225.025, 1231.765, 1262.2, 1270.845, 1274.35, 1299.605, 1318.13, 1321.545, 1343.29, 1344.645, 1347.23, 1360.03, 1374.71, 1417.015, 1444.23, 1465.255, 1470.75, 1483.545, 1511.35, 1537.585, 1548.54, 1563.415, 1565.985, 1584.04209375, 1601.705, 1604.235, 1619.7, 1652.225, 1655.71, 1656.885, 1666.32, 1731.615, 1750.51, 1767.18, 1812.535, 1816.04, 1819.945, 1824.295, 1925.295, 1935.155, 1954.32, 1961.275, 1965.045, 2010.105, 2018.955, 2062.8, 2093.955, 2110.74, 2122.25, 2133.225, 2212.23, 2224.91, 2258.53, 2262.405, 2327.375, 2353.145, 2370.125, 2382.874125, 2443.915, 2455.325, 2458.165, 2460.025, 2463.97, 2479.69, 2482.35, 2500.53, 2501.705, 2508.065, 2549.8, 2554.33, 2564.59, 2634.515, 2662.715, 2670.605, 2678.53, 2692.705, 2698.7, 2716.495, 2764.555, 2766.57, 2769.415, 2800.75, 2826.73, 2829.47, 2865.6006875, 2892.105, 2908.19, 2911.895, 2940.975, 2955.835, 2961.1, 2994.52, 2998.55, 3015.13, 3018.79, 3043.65, 3078.965, 3098.725, 3111.645, 3132.27, 3151.215, 3179.495, 3187.285, 3236.27, 3252.015, 3263.35, 3272.31, 3311.12, 3331.3, 3337.555, 3339.975, 3354.115, 3372.995, 3409.98, 3426.575, 3451.47, 3508.255, 3526.155, 3531.385, 3534.405, 3551.95, 3553.96, 3559.435, 3575.735, 3592.49, 3617.245, 3621.58, 3650.52, 3654.745, 3671.84, 3684.78, 3711.495, 3719.765, 3721.995, 3724.08, 3729.48, 3736.54, 3746.055, 3758.07, 3765.65, 3768.6, 3771.805, 3775.77, 3782.875, 3817.67, 3823.46, 3832.775, 3845.03, 3847.785, 3849.81, 3861.42, 3866.225, 3870.585, 3879.43, 3888.945, 3894.0, 3905.355, 3908.465, 3918.41, 3920.815, 3926.27, 3929.28, 3930.47, 3939.855, 3948.775, 3950.22, 3977.995, 4008.8, 4024.725, 4028.09, 4032.32, 4041.855, 4049.84, 4052.915, 4071.825, 4082.785, 4086.545, 4094.995, 4112.14, 4172.27, 4176.415, 4190.66, 4194.885, 4196.275, 4241.685, 4252.965, 4278.945, 4292.45, 4306.61, 4323.005, 4349.13, 4357.905, 4362.075, 4379.07, 4423.54, 4436.465, 4441.37, 4455.96]"
