Channel,p_spike_1.0_count,p_spike_1.0_times,p_poly_1.0_count,p_poly_1.0_times,p_sw_1.0_count,p_sw_1.0_times
LH2-LH3,55,"[336.455, 373.28, 443.0, 517.515, 535.05, 582.6600000000001, 806.59, 816.6949999999999, 894.13, 1329.1, 1653.96, 1945.28, 2267.535, 3337.635, 3346.29, 3393.26, 3396.89, 3399.165, 3499.885, 3578.655, 3615.64, 3630.005, 3635.235, 3712.1, 3742.29, 3780.995, 3848.22, 3899.875, 3941.96, 4195.56, 4301.355, 4345.67, 4369.805, 4637.255, 4880.3, 4895.095, 4926.055, 4933.305, 5050.94, 5070.02, 5233.275, 5237.545, 5456.055, 5481.12, 5486.49, 5839.94, 5890.785, 5908.415, 5942.215, 6010.295, 6057.265, 6207.41, 6818.61, 6857.3, 7006.895]",8,"[2473.86, 3312.255, 3329.89, 3726.445, 5063.695, 5067.975, 5923.245, 6387.075]",110,"[316.6, 562.4449999999999, 743.35, 1231.04, 1592.04, 1618.71, 1921.325, 2861.04, 2936.615, 3234.375, 3344.37, 3359.135, 3360.56, 3367.965, 3369.77, 3378.255, 3387.17, 3428.95, 3516.485, 3522.985, 3533.83, 3536.44, 3549.93, 3567.95, 3581.16, 3600.275, 3609.03, 3643.67, 3650.4, 3661.315, 3702.165, 3733.765, 3736.97, 3826.72, 3852.505, 3857.865, 3861.485, 3894.28, 3897.25, 3913.555, 3925.95, 4003.745, 4008.955, 4016.51, 4033.18, 4036.81, 4082.945, 4121.31, 4142.76, 4157.045, 4162.36, 4176.845, 4214.32, 4215.57, 4236.595, 4258.345, 4304.955, 4868.815, 4929.2, 4960.125, 4969.295, 5027.955, 5066.7, 5156.95, 5235.285, 5291.275, 5300.44, 5302.255, 5306.005, 5307.985, 5329.385, 5384.725, 5402.775, 5412.51, 5454.15, 5513.13, 5516.54, 5519.475, 5546.535, 5564.76, 5640.155, 5641.32, 5642.42, 5643.46, 5701.445, 5703.45, 5728.81, 5735.495, 5744.225, 5835.255, 5848.675, 5866.78, 5881.89, 5893.14, 5895.02, 5906.195, 5990.11, 6089.58, 6129.675, 6246.935, 6320.39, 6321.905, 6335.415, 6460.445, 6497.385, 6864.815, 6871.585, 7001.02, 7002.945, 7053.69]"
LH3-LH4,130,"[373.28, 517.515, 579.625, 1839.025, 1893.74, 1920.94, 1945.275, 2442.165, 2476.3, 3367.945, 3378.26, 3387.16, 3428.515, 3499.255, 3510.035, 3514.065, 3522.98, 3600.27, 3614.73, 3643.665, 3646.495, 3650.39, 3702.16, 3711.84, 3736.965, 3742.3, 3894.28, 3935.625, 3985.555, 4036.8, 4049.505, 4073.37, 4112.19, 4121.3, 4236.59, 4273.23, 4307.225, 4338.36, 4340.795, 4369.81, 4841.27, 4868.815, 4878.405, 4880.29, 4895.08, 4929.19, 4931.265, 4936.99, 4960.105, 4963.05, 4979.23, 5001.7, 5063.68, 5084.105, 5087.69, 5095.605, 5133.6, 5158.355, 5170.035, 5226.615, 5233.27, 5235.28, 5258.11, 5321.96, 5330.71, 5358.04, 5369.725, 5400.805, 5412.535, 5429.9, 5454.145, 5456.045, 5513.125, 5516.525, 5519.47, 5533.525, 5550.58, 5620.395, 5621.545, 5641.325, 5655.25, 5678.735, 5703.445, 5710.73, 5714.76, 5737.725, 5822.23, 5842.325, 5895.0, 5906.18, 5922.43, 5935.925, 5942.205, 5949.23, 5954.095, 6000.835, 6055.74, 6059.785, 6100.97, 6129.67, 6186.535, 6230.085, 6241.99, 6246.915, 6320.39, 6337.76, 6359.325, 6387.085, 6392.36, 6440.52, 6467.055, 6489.91, 6506.36, 6608.685, 6620.425, 6641.085, 6644.165, 6717.68, 6811.095, 6826.46, 6857.29, 6863.475, 6864.81, 6871.57, 6930.565, 6971.96, 7001.005, 7002.12, 7053.68, 7097.59]",10,"[3658.005, 3830.255, 4299.745, 4908.035, 4971.94, 5237.545, 5495.945, 5943.945, 6321.89, 6753.52]",79,"[562.515, 816.6949999999999, 999.555, 1145.93, 1592.035, 1740.715, 2473.65, 3033.81, 3382.14, 3516.46, 3578.65, 3582.51, 3627.785, 3661.315, 3695.445, 3726.435, 3733.56, 3797.54, 3801.38, 3863.03, 3941.955, 3970.205, 4051.47, 4063.87, 4130.25, 4148.385, 4162.285, 4172.12, 4196.425, 4264.495, 4292.84, 4294.73, 4350.07, 4362.935, 4989.49, 4993.695, 4999.26, 5027.95, 5111.705, 5305.995, 5307.98, 5329.36, 5427.37, 5461.655, 5481.96, 5486.275, 5542.775, 5549.15, 5572.265, 5579.365, 5662.38, 5700.055, 5727.705, 5801.365, 5839.745, 5847.965, 5850.935, 5930.025, 5961.705, 5971.05, 5989.915, 6009.035, 6057.015, 6123.07, 6238.165, 6281.27, 6307.075, 6330.96, 6420.375, 6437.75, 6475.325, 6499.745, 6554.93, 6666.11, 6860.245, 7006.87, 7037.905, 7047.23, 7050.18]"
LH4-LH5,164,"[562.525, 579.635, 999.565, 1145.94, 1592.06, 1618.72, 1740.715, 1893.745, 1921.36, 1944.76, 1946.615, 2267.615, 2442.17, 2476.34, 2861.015, 2936.625, 3305.405, 3312.285, 3329.935, 3346.305, 3367.975, 3428.96, 3523.9, 3533.84, 3565.18, 3577.27, 3580.945, 3582.53, 3614.735, 3635.27, 3650.415, 3694.67, 3700.605, 3797.545, 3852.515, 3857.89, 3863.03, 3864.615, 3904.41, 3971.9, 3985.535, 4042.625, 4063.88, 4070.08, 4130.23, 4145.415, 4169.58, 4172.12, 4191.335, 4193.1, 4195.51, 4210.9, 4236.595, 4244.66, 4254.08, 4258.39, 4261.59, 4273.25, 4340.795, 4348.435, 4350.065, 4374.27, 4398.64, 4908.035, 4959.275, 4964.165, 4968.82, 4977.995, 4993.69, 4998.78, 5006.705, 5066.72, 5074.67, 5078.785, 5085.255, 5087.685, 5090.5850625, 5096.645, 5124.205, 5130.265, 5157.0, 5226.62, 5233.275, 5237.555, 5258.095, 5306.015, 5329.37, 5375.135, 5384.72, 5385.995, 5407.015, 5409.475, 5412.51, 5418.03, 5428.765, 5444.755, 5479.14, 5490.655, 5494.33, 5495.94, 5533.56, 5548.965, 5550.595, 5621.54, 5640.155, 5641.335, 5642.42, 5655.7, 5703.46, 5716.755, 5718.5, 5720.545, 5737.725, 5783.325, 5811.755, 5837.375, 5879.505, 5893.135, 5895.025, 5906.205, 5908.43, 5930.045, 5931.165, 5935.98, 5938.815, 5942.23, 5954.09, 5957.98, 6012.61, 6059.78, 6098.35, 6101.01, 6117.33, 6178.41, 6233.845, 6237.53, 6246.915, 6249.69, 6298.27, 6301.72, 6320.41, 6321.895, 6336.165, 6337.77, 6369.955, 6387.135, 6440.555, 6454.315, 6499.74, 6505.835, 6511.78, 6534.845, 6554.93, 6608.68, 6620.465, 6753.515, 6811.07, 6818.61, 6857.3, 6861.71, 6864.83, 6871.595, 7001.01, 7006.86]",13,"[1605.51, 3344.38, 3411.885, 3830.26, 4080.05, 4112.8, 4228.37, 4338.35, 5850.94, 6474.165, 6624.855, 6826.47, 6863.48]",92,"[1839.025, 2120.675, 2473.835, 2561.84, 2867.255, 3200.495, 3321.085, 3371.125, 3387.165, 3499.28, 3514.055, 3549.93, 3627.82, 3643.675, 3647.33, 3736.97, 3781.665, 3820.355, 3894.3, 3909.325, 3922.825, 3925.69, 3929.6, 3933.66, 3941.97, 3970.235, 4036.805, 4049.495, 4058.045, 4072.12, 4162.255, 4215.56, 4225.065, 4264.585, 4276.715, 4320.24521875, 4369.845, 4925.575, 4933.745, 4936.1319375, 4939.945, 4943.94, 4955.84, 4965.265, 4973.46, 5050.94, 5055.04, 5083.62, 5117.225, 5149.88, 5235.295, 5251.595, 5256.47, 5368.225, 5427.37, 5545.005, 5700.05, 5728.775, 5808.17, 5835.24, 5843.95, 5848.68, 5890.785, 5913.81, 5951.29, 5961.7, 5975.99, 6028.505, 6070.68, 6087.58, 6129.675, 6148.77, 6189.685, 6223.495, 6279.47, 6300.47, 6331.08, 6389.925, 6415.955, 6437.75, 6463.8, 6467.115, 6469.54, 6472.39, 6515.675, 6603.78, 6656.89, 6698.265, 6914.035, 7034.575, 7050.175, 7089.85]"
LH5-LH6,94,"[562.525, 579.63, 1145.94, 1592.065, 1618.72, 1740.71, 1893.74, 1921.355, 1944.755, 2137.055, 2442.165, 2696.185, 2743.275, 2936.62, 3344.41, 3378.26, 3428.54, 3533.835, 3536.42, 3577.97, 3580.965, 3599.655, 3635.27, 3650.42, 3656.865, 3726.465, 3736.99, 3830.31, 3894.3, 3941.52, 3993.33, 4003.74, 4134.305, 4258.385, 4270.84, 4273.255, 4879.615, 4895.08, 4923.745, 4926.085, 5053.8, 5066.72, 5085.26, 5111.71, 5124.225, 5131.165, 5226.645, 5237.545, 5322.025, 5330.71, 5371.625, 5375.945, 5412.525, 5428.815, 5444.75, 5479.135, 5516.545, 5533.56, 5546.54, 5642.42, 5655.235, 5701.475, 5720.54, 5728.795, 5737.725, 5764.255, 5820.925, 5834.185, 5835.26, 5837.385, 5848.695, 5893.155, 5906.205, 5923.25, 5930.05, 5942.225, 5949.83, 6000.855, 6010.365, 6023.415, 6055.755, 6098.33, 6101.005, 6461.285, 6488.205, 6503.055, 6717.67, 6753.515, 6818.62, 6863.52, 6864.84, 6900.92, 7009.435, 7036.385]",17,"[3200.5, 3514.06, 3661.305, 3663.425, 4142.74, 4162.285, 4299.74, 4960.105, 5063.675, 5307.97, 5329.365, 5550.57, 5840.875, 6387.09, 6440.555, 6826.485, 6871.565]",123,"[336.48, 999.565, 1653.965, 2267.565, 2473.64, 2476.34, 2867.25, 3033.815, 3305.405, 3312.28, 3329.885, 3346.295, 3367.97, 3382.045, 3387.2, 3516.48, 3549.95, 3567.945, 3627.81, 3642.08, 3658.63, 3695.45, 3712.655, 3724.955, 3733.59, 3797.91, 3826.73, 3852.49, 3857.865, 3887.97, 3890.58, 3928.99, 3935.645, 3970.23, 4013.755, 4016.49, 4032.175, 4036.83, 4063.88, 4065.355, 4079.8, 4115.01, 4177.005, 4196.425, 4215.565, 4225.065, 4238.24, 4269.575, 4292.805, 4294.945, 4369.84, 4380.435, 4868.83, 4908.08, 4933.3, 4937.01, 4948.265, 4971.935, 4993.695, 4999.25, 5001.725, 5027.925, 5032.41, 5033.49, 5050.12, 5055.01, 5087.71, 5090.635, 5095.615, 5157.0, 5158.35, 5233.3, 5235.305, 5256.46, 5290.92, 5302.86, 5306.02, 5386.88, 5400.81, 5404.285, 5427.36, 5486.275, 5491.265, 5513.11, 5519.5, 5549.15, 5564.745, 5703.47, 5714.815, 5735.455, 5808.15, 5811.755, 5895.02, 5908.425, 5956.69, 5957.975, 5975.99, 5989.925, 6012.61, 6087.58, 6123.285, 6132.615, 6143.04, 6204.03, 6222.84, 6233.845, 6246.905, 6252.975, 6320.38, 6321.895, 6330.96, 6337.77, 6395.03, 6467.075, 6469.54, 6475.33, 6648.025, 6760.21, 6762.075, 6861.455, 7006.895, 7034.575, 7050.195]"
LH6-LH7,40,"[1592.06, 1618.72, 1921.36, 2936.62, 3346.3, 3367.97, 3533.84, 3600.3, 3650.42, 3711.84, 3826.73, 3852.51, 3894.305, 4002.9, 4035.175, 4258.39, 4895.105, 4923.73, 4964.155, 4969.28, 4973.45, 5066.725, 5067.98, 5089.595, 5233.26, 5237.55, 5300.45, 5304.815, 5384.705, 5481.125, 5513.145, 5533.56, 5890.77, 5895.025, 5906.205, 5908.425, 5923.275, 6440.555, 6826.49, 6864.835]",3,"[2476.3, 5302.24, 5840.885]",73,"[1145.94, 1653.965, 1740.715, 1945.26, 2267.36, 2473.66, 3312.29, 3359.125, 3360.55, 3393.245, 3428.97, 3499.285, 3510.025, 3514.06, 3536.425, 3549.92, 3567.815, 3582.505, 3627.815, 3642.08, 3661.3, 3695.45, 3702.15, 3724.945, 3726.43, 3733.59, 3742.3, 3780.98, 3848.725, 3857.89, 3897.26, 3899.855, 3970.235, 4016.495, 4036.83, 4142.745, 4185.73, 4215.56, 4236.58, 4267.665, 4269.58, 4369.845, 4868.805, 4880.28, 4933.745, 4960.11, 4979.265, 5070.01, 5235.275, 5261.34, 5305.99, 5329.365, 5330.705, 5456.04, 5519.465, 5550.605, 5564.74, 5642.405, 5655.67, 5703.465, 5713.01, 5728.795, 5735.455, 5744.21, 5942.225, 5961.73, 6101.01, 6246.91, 6387.085, 6475.335, 6620.465, 6857.285, 6871.57]"
LH7-LH8,25,"[1592.06, 1653.965, 1740.715, 2861.04, 2936.62, 3359.125, 3399.16, 3510.03, 3535.95, 3642.08, 3736.995, 3852.51, 4258.39, 4868.81, 4895.105, 5050.1, 5070.01, 5291.27, 5307.995, 5456.04, 5641.335, 5906.205, 6320.405, 6864.835, 6871.59]",2,"[3393.25, 3970.235]",46,"[1945.265, 2473.655, 3312.29, 3360.55, 3367.945, 3371.13, 3378.235, 3499.28, 3567.815, 3582.505, 3600.265, 3616.095, 3627.815, 3635.235, 3661.295, 3702.155, 3711.835, 3734.675, 3826.73, 3857.845, 3897.26, 3899.86, 4003.735, 4016.485, 4142.745, 4146.09, 4215.555, 4369.815, 4926.045, 4964.155, 4969.28, 4979.23, 5067.96, 5235.275, 5237.55, 5300.45, 5302.245, 5305.995, 5516.525, 5519.465, 5546.54, 5703.46, 5728.79, 5942.205, 6246.915, 6762.045]"
LH8-LH9,5,"[3312.26, 3359.125, 3600.27, 3616.095, 5070.005]",1,[3726.435],33,"[1921.315, 2267.565, 2936.62, 3329.885, 3367.945, 3371.135, 3393.25, 3399.16, 3514.06, 3533.81, 3536.43, 3582.51, 3635.235, 3702.16, 3711.835, 3734.675, 3852.505, 3899.86, 4003.74, 4142.745, 4215.55, 4258.345, 4933.735, 5050.1, 5063.675, 5237.52, 5291.27, 5300.425, 5519.47, 5546.535, 5641.305, 5895.0, 5942.205]"
LH9-LH10,1,[3399.16],0,[],3,"[1921.315, 3536.43, 3635.235]"
LP1-LP2,2,"[5395.43, 5735.48]",1,[6474.685],10,"[3281.685, 3545.8, 4292.82, 4500.77, 4584.165, 4874.92, 5648.28, 5839.965, 6631.33, 6837.295]"
LP10-LP11,5,"[1478.025, 1836.95, 2401.91, 3140.285, 4569.265]",0,[],6,"[2744.645, 2970.75, 4059.565, 5177.305, 6582.91, 7019.565]"
LP11-LP12,4,"[971.845, 2216.1, 4678.195, 5509.215]",0,[],23,"[660.8, 1546.155, 1964.8, 2629.96, 2932.35, 3137.16, 3196.07, 3197.685, 3225.065, 3268.99, 3748.575, 4055.085, 4238.265, 4432.775, 4706.885, 5301.14, 5505.365, 5519.165, 5876.97, 5907.58, 6299.655, 6770.39, 6899.265]"
LP2-LP3,3,"[2993.82, 4085.735, 4810.905]",1,[2673.385],7,"[3681.04, 4588.44, 4767.05, 4872.375, 5596.58, 6403.115, 6975.98]"
LP3-LP4,1,[1618.685],1,[3733.78],8,"[1653.96, 3329.895, 3695.42, 3951.465, 4258.36, 6284.885, 6691.505, 6761.65]"
LP4-LP5,2,"[3378.26, 3642.065]",0,[],20,"[1618.69, 1653.945, 2267.345, 2403.75, 2405.16, 2860.595, 3567.97, 3627.95, 3695.42, 3849.52, 3899.88, 3951.47, 4142.315, 5516.545, 5741.75, 5969.94, 6695.595, 6825.69, 6871.585, 7006.63]"
LP5-LP6,1,[3642.065],0,[],6,"[436.915, 1653.945, 2405.155, 3151.725, 3359.15, 4258.37]"
LP6-LP7,6,"[792.525, 802.58, 2985.69, 2992.025, 3004.11, 3223.23]",0,[],5,"[831.88, 2379.61, 2745.89, 2759.075, 4445.28]"
LP7-LP8,3,"[982.95, 3004.11, 3223.23]",1,[2745.89],4,"[2759.17, 2991.985, 5391.55, 5876.97]"
LP8-LP9,4,"[763.72, 792.55, 3718.86, 4595.31]",0,[],6,"[1352.9, 2377.255, 2937.975, 2992.035, 3151.715, 6768.67]"
LP9-LP10,1,[7070.335],0,[],0,[]
